year,theme,qid_key,qid,qheader,qsub,socio_group,group_,response,num,denom,percent_,Quality,ObjectId
2018,"Perceptions of crime, social disorder & personal safety",39,33,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Sexual orientation,LGBTQ2S+,A moderate problem,2500,19700,12.7,Acceptable,1545
2021,"Perceptions of crime, social disorder & personal safety",39,22,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Sexual orientation,LGBTQ2S+,A moderate problem,3900,23600,16.5,Use with caution,1546
2018,"Perceptions of crime, social disorder & personal safety",39,33,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Education,Less than high school diploma or its equivalent,A moderate problem,1800,24000,7.5,Use with caution,1547
2021,"Perceptions of crime, social disorder & personal safety",39,22,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Education,Less than high school diploma or its equivalent,A moderate problem,2000,18200,11,Use with caution,1548
2021,"Perceptions of crime, social disorder & personal safety",39,22,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",A moderate problem,8300,105700,7.9,Acceptable,1549
2018,"Perceptions of crime, social disorder & personal safety",39,33,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Sexual orientation,LGBTQ2S+,A big problem,1800,19700,9.1,Use with caution,1550
2021,"Perceptions of crime, social disorder & personal safety",39,22,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Sexual orientation,LGBTQ2S+,A big problem,2500,23600,10.6,Use with caution,1551
2021,"Perceptions of crime, social disorder & personal safety",39,22,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Education,High school diploma or a equivalency certificate,A big problem,4300,79800,5.4,Acceptable,1552
2018,"Perceptions of crime, social disorder & personal safety",39,33,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Education,Less than high school diploma or its equivalent,A big problem,1900,24000,7.9,Use with caution,1553
2021,"Perceptions of crime, social disorder & personal safety",39,22,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Education,Less than high school diploma or its equivalent,A big problem,2000,18200,11,Use with caution,1554
2021,"Perceptions of crime, social disorder & personal safety",39,22,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Sex,Male,A big problem,9200,224600,4.1,Acceptable,1555
2021,"Perceptions of crime, social disorder & personal safety",39,22,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Racial identity,Non-racialized,A big problem,22900,338500,6.8,Acceptable,1556
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,Sex,Male,Yes,67600,127500,53,Good,1557
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,,Total,Just moved into the area or have not lived here long enough,49800,423400,11.8,Good,1558
2018,Other,20,17,"Thinking about your daily activities, to what extent do you need the following service?",Schools,Sex,Female,Moderate need,10900,214700,5.1,,1559
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,Racial identity,Non-racialized,Yes,106400,232200,45.8,Good,1560
2021,"Perceptions of crime, social disorder & personal safety",32,16,How safe do you feel from crime walking alone in your area after dark?,,Sex,Male,Reasonably safe,106500,224700,47.4,Good,1561
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Just moved into the area or have not lived here long enough,8500,106400,8,Good,1562
2018,Other,20,17,"Thinking about your daily activities, to what extent do you need the following service?",Schools,Sexual orientation,Heterosexual,Moderate need,26300,388600,6.8,,1563
2021,"Perceptions of crime, social disorder & personal safety",32,16,How safe do you feel from crime walking alone in your area after dark?,,Sex,Male,Very safe,92200,224700,41,Good,1564
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Decreased,5100,106400,4.8,Good,1565
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,,Total,Yes,149800,302600,49.5,Good,1566
2018,Other,20,17,"Thinking about your daily activities, to what extent do you need the following service?",Schools,Education,High school diploma or a equivalency certificate,Moderate need,4700,68300,6.9,,1567
2018,"Perceptions of crime, social disorder & personal safety",32,29,How safe do you feel from crime walking alone in your area after dark?,,Racial identity,Non-racialized,Somewhat unsafe,40300,333900,12.1,Good,1568
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",About the same,67300,106400,63.3,Good,1569
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Yes,40300,73100,55.1,Good,1570
2018,Other,20,17,"Thinking about your daily activities, to what extent do you need the following service?",Schools,Education,Less than high school diploma or its equivalent,Moderate need,1300,23900,5.4,,1571
2018,"Perceptions of crime, social disorder & personal safety",32,29,How safe do you feel from crime walking alone in your area after dark?,,Racial identity,Non-racialized,Reasonably safe,148500,333900,44.5,Good,1572
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,Education,University certificate,Yes,78800,156600,50.3,Good,1573
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Increased,24100,106400,22.7,Good,1574
2018,"Perceptions of crime, social disorder & personal safety",32,29,How safe do you feel from crime walking alone in your area after dark?,,Racial identity,Non-racialized,Very safe,101300,333900,30.3,Good,1575
2018,Other,20,17,"Thinking about your daily activities, to what extent do you need the following service?",Schools,Sex,Male,Moderate need,17500,208400,8.4,,1576
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,Racial identity,Racialized,Yes,42100,68200,61.7,Good,1577
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,Education,University certificate,Just moved into the area or have not lived here long enough,32800,222900,14.7,Good,1578
2018,"Perceptions of crime, social disorder & personal safety",32,29,How safe do you feel from crime walking alone in your area after dark?,,Racial identity,Non-racialized,Do not walk alone,35100,333900,10.5,Good,1579
2018,Other,20,17,"Thinking about your daily activities, to what extent do you need the following service?",Schools,Racial identity,Non-racialized,Moderate need,17400,333900,5.2,,1580
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,Sexual orientation,LGBTQ2S+,No,5100,15700,32.5,Good,1581
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,Education,University certificate,About the same,130200,222900,58.4,Good,1582
2021,"Perceptions of crime, social disorder & personal safety",32,16,How safe do you feel from crime walking alone in your area after dark?,,Racial identity,Non-racialized,Reasonably safe,162700,338400,48.1,Good,1583
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,Sex,Female,No,92200,175200,52.6,Good,1584
2021,"Perceptions of crime, social disorder & personal safety",32,16,How safe do you feel from crime walking alone in your area after dark?,,Racial identity,Non-racialized,Somewhat unsafe,29800,338400,8.8,Good,1585
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,Education,University certificate,Decreased,12700,222900,5.7,Good,1586
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,Sexual orientation,Heterosexual,No,140900,275200,51.2,Good,1587
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,Education,High school diploma or a equivalency certificate,No,28300,53900,52.5,Good,1588
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,Education,University certificate,Increased,46200,222900,20.7,Good,1589
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,Education,Less than high school diploma or its equivalent,No,12300,17900,68.7,Good,1590
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,Sex,Male,No,59400,127500,46.6,Good,1591
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,Racial identity,Racialized,Increased,19900,86400,23,Good,1592
2018,"Perceptions of crime, social disorder & personal safety",33,30,"If you felt safer from crime, would you walk alone in your area after dark more often?",,Racial identity,Non-racialized,No,124800,232200,53.7,Good,1593
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,Racial identity,Racialized,Decreased,9300,86400,10.8,Good,1594
2021,"Perceptions of crime, social disorder & personal safety",32,16,How safe do you feel from crime walking alone in your area after dark?,,Racial identity,Non-racialized,Very safe,108600,338400,32.1,Good,1595
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,Racial identity,Racialized,About the same,41300,86400,47.8,Good,1596
2021,"Perceptions of crime, social disorder & personal safety",32,16,How safe do you feel from crime walking alone in your area after dark?,,Overall,Total,Do not walk alone,31000,442500,7,Good,1597
2021,"Perceptions of crime, social disorder & personal safety",32,16,How safe do you feel from crime walking alone in your area after dark?,,Overall,Total,Very safe,140800,442500,31.8,Good,1598
2018,"Perceptions of crime, social disorder & personal safety",31,28,"During the last five years, do you think crime in your neighbourhood has increased, decreased or remained about the same?",,Racial identity,Racialized,Just moved into the area or have not lived here long enough,14700,86400,17,Good,1599
2021,"Perceptions of crime, social disorder & personal safety",32,16,How safe do you feel from crime walking alone in your area after dark?,,Overall,Total,Very unsafe,15400,442500,3.5,Good,1600
2018,"Perceptions of crime, social disorder & personal safety",37,31,"In your neighbourhood, how much of a problem are the following issues",Noisy neighbours or loud parties,Racial identity,Racialized,Not a problem,51500,86400,59.6,Good,1601
2021,"Perceptions of crime, social disorder & personal safety",37,20,"In your neighbourhood, how much of a problem are the following issues",Noisy neighbours or loud parties,Racial identity,Racialized,Not a problem,69400,103100,67.3,Good,1602
2018,"Perceptions of crime, social disorder & personal safety",37,31,"In your neighbourhood, how much of a problem are the following issues",Noisy neighbours or loud parties,Education,High school diploma or a equivalency certificate,Not a problem,47300,68300,69.3,Good,1603
2021,"Perceptions of crime, social disorder & personal safety",37,20,"In your neighbourhood, how much of a problem are the following issues",Noisy neighbours or loud parties,Education,High school diploma or a equivalency certificate,Not a problem,58000,79800,72.7,Good,1604
2018,"Perceptions of crime, social disorder & personal safety",37,31,"In your neighbourhood, how much of a problem are the following issues",Noisy neighbours or loud parties,Education,Less than high school diploma or its equivalent,Not a problem,17800,24000,74.2,Good,1605
2021,"Perceptions of crime, social disorder & personal safety",37,20,"In your neighbourhood, how much of a problem are the following issues",Noisy neighbours or loud parties,Education,Less than high school diploma or its equivalent,Not a problem,13500,18200,74.2,Good,1606
2021,"Perceptions of crime, social disorder & personal safety",37,20,"In your neighbourhood, how much of a problem are the following issues",Noisy neighbours or loud parties,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Not a problem,72900,105700,69,Good,1607
2018,"Perceptions of crime, social disorder & personal safety",37,31,"In your neighbourhood, how much of a problem are the following issues",Noisy neighbours or loud parties,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Not a problem,72800,106400,68.4,Good,1608
2021,"Perceptions of crime, social disorder & personal safety",37,20,"In your neighbourhood, how much of a problem are the following issues",Noisy neighbours or loud parties,Education,University certificate,Not a problem,160900,238400,67.5,Good,1609
2018,"Perceptions of crime, social disorder & personal safety",37,31,"In your neighbourhood, how much of a problem are the following issues",Noisy neighbours or loud parties,Education,University certificate,Not a problem,143000,222800,64.2,Good,1610
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sexual orientation,LGBTQ2S+,A small problem,4100,19800,20.7,Acceptable,1611
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sexual orientation,LGBTQ2S+,A small problem,5400,23600,22.9,Use with caution,1612
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,Less than high school diploma or its equivalent,A small problem,1500,24000,6.3,Acceptable,1613
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,Less than high school diploma or its equivalent,A small problem,1000,18200,5.5,Use with caution,1614
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",A small problem,8700,105700,8.2,Acceptable,1615
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sexual orientation,LGBTQ2S+,A moderate problem,1100,19800,5.6,Use with caution,1616
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sexual orientation,LGBTQ2S+,A moderate problem,,23600,,Suppressed,1617
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sex,Female,A moderate problem,4400,218000,2,Acceptable,1618
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,High school diploma or a equivalency certificate,A moderate problem,4000,68300,5.9,Acceptable,1619
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,High school diploma or a equivalency certificate,A moderate problem,2600,79700,3.3,Use with caution,1620
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,Less than high school diploma or its equivalent,A moderate problem,1300,24000,5.4,Use with caution,1621
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,Less than high school diploma or its equivalent,A moderate problem,1800,18200,9.9,Use with caution,1622
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sex,Male,A moderate problem,7400,224600,3.3,Acceptable,1623
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Racial identity,Non-racialized,A moderate problem,10900,333900,3.3,Acceptable,1624
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",A moderate problem,2100,105700,2,Use with caution,1625
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",A moderate problem,3300,106300,3.1,Acceptable,1626
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,University certificate,A moderate problem,5300,238400,2.2,Use with caution,1627
2021,"Perceptions of crime, social disorder & personal safety",39,22,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",A big problem,8900,105700,8.4,Acceptable,1628
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sexual orientation,LGBTQ2S+,A big problem,0,19800,0,Suppressed,1629
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sexual orientation,LGBTQ2S+,A big problem,,23600,,Suppressed,1630
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sex,Female,A big problem,3300,214700,1.5,Acceptable,1631
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sex,Female,A big problem,3600,218000,1.7,Use with caution,1632
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sexual orientation,Heterosexual,A big problem,4700,402100,1.2,Acceptable,1633
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,High school diploma or a equivalency certificate,A big problem,1000,68300,1.5,Use with caution,1634
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,High school diploma or a equivalency certificate,A big problem,1000,79700,1.3,Use with caution,1635
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,Less than high school diploma or its equivalent,A big problem,,24000,,Suppressed,1636
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,Less than high school diploma or its equivalent,A big problem,,18200,,Suppressed,1637
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sex,Male,A big problem,3200,208500,1.5,Acceptable,1638
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sex,Male,A big problem,,224600,,Suppressed,1639
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Racial identity,Non-racialized,A big problem,2700,333900,0.8,Acceptable,1640
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Racial identity,Non-racialized,A big problem,2300,338400,0.7,Use with caution,1641
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,High school diploma or a equivalency certificate,A small problem,7000,68300,10.2,Good,1642
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sex,Male,A moderate problem,8400,208500,4,Good,1643
2021,"Perceptions of crime, social disorder & personal safety",39,22,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Racial identity,Racialized,A small problem,22300,103100,21.6,Good,1644
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,Less than high school diploma or its equivalent,A small problem,1400,18200,7.7,Use with caution,1645
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Overall,Total,A big problem,5000,442600,1.1,Acceptable,1646
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",A big problem,2200,105700,2.1,Use with caution,1647
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",A big problem,1800,106300,1.7,Use with caution,1648
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,University certificate,A big problem,,238400,,Suppressed,1649
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Education,University certificate,A big problem,2800,222900,1.3,Use with caution,1650
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Racial identity,Racialized,A big problem,3600,86400,4.2,Acceptable,1651
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Racial identity,Racialized,A big problem,2700,103100,2.6,Use with caution,1652
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sex,Female,A moderate problem,7500,214700,3.5,Good,1653
2018,"Perceptions of crime, social disorder & personal safety",41,35,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sexual orientation,Heterosexual,A moderate problem,14300,388500,3.7,Good,1654
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Sexual orientation,Heterosexual,A moderate problem,10800,402100,2.7,Good,1655
2021,"Perceptions of crime, social disorder & personal safety",38,21,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Education,High school diploma or a equivalency certificate,A big problem,3500,79800,4.4,Use with caution,1656
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,High school diploma or a equivalency certificate,A small problem,8700,79700,10.9,Good,1657
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Sex,Male,A small problem,33900,208500,16.3,Good,1658
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Sex,Male,A small problem,25900,224600,11.5,Good,1659
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Racial identity,Non-racialized,A small problem,49700,333900,14.9,Good,1660
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Racial identity,Non-racialized,A small problem,49600,338400,14.7,Good,1661
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Overall,Total,A small problem,57900,442600,13.1,Good,1662
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,,Total,A small problem,66400,423400,15.7,Good,1663
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",A small problem,15500,105700,14.7,Good,1664
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",A small problem,18100,106300,17,Good,1665
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,University certificate,A small problem,32300,238400,13.5,Good,1666
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,University certificate,A small problem,39000,222900,17.5,Good,1667
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Racial identity,Racialized,A small problem,15800,86400,18.3,Good,1668
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Racial identity,Racialized,A small problem,8100,103100,7.9,Good,1669
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Sexual orientation,LGBTQ2S+,Not a problem,9200,19800,46.5,Good,1670
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Sexual orientation,LGBTQ2S+,Not a problem,15100,23600,64,Good,1671
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Sex,Female,Not a problem,154800,214700,72.1,Good,1672
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Sex,Female,Not a problem,166700,218000,76.5,Good,1673
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Sexual orientation,Heterosexual,Not a problem,293800,388500,75.6,Good,1674
2021,"Perceptions of crime, social disorder & personal safety",41,24,"In your neighbourhood, how much of a problem are the following issues","People being attacked or harassed because of their skin colour, ethnic orgin or religion",Racial identity,Non-racialized,A moderate problem,8500,338400,2.5,Good,1675
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Sexual orientation,LGBTQ2S+,A moderate problem,2700,19800,13.6,Acceptable,1676
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Sexual orientation,Heterosexual,Not a problem,318200,402100,79.1,Good,1677
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Sex,Male,Not a problem,156500,208500,75.1,Good,1678
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Sex,Male,Not a problem,178500,224600,79.5,Good,1679
2018,"Perceptions of crime, social disorder & personal safety",38,32,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Education,Less than high school diploma or its equivalent,A big problem,400,24000,1.7,Use with caution,1680
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Racial identity,Non-racialized,Not a problem,252700,333900,75.7,Good,1681
